Order,Family,Genus and species,Genus,Species,Author,Status ,notes,Kauai,Oahu,Molokai,Lanai,Kahoolawe,Maui,HawaiiIsland
ACARI,Laelapidae,Laelaps nuttalli,Laelaps,nuttalli,"Hirst, 1915",adv,,Ka,Oa,Mo,,,Ma,Ha
ACARI,Laelapidae,Pseudoparasitus annectans,Pseudoparasitus,annectans,"(Womersley, 1955)",adv,,,,,,,,Ha
ACARI,Laelapidae,Pseudoparasitus stigmaticus,Pseudoparasitus,stigmaticus,"(Fox, 1946)",adv,,,,,,,Ma,Ha
ACARI,Laelapidae,Pseudoparasitus tasmanicus,Pseudoparasitus,tasmanicus,"(Womersley, 1956)",adv,,,,,,,Ma,
ACARI,Laelapidae,Pseudoparasitus trincisus,Pseudoparasitus,trincisus,"Hunter, 1966",adv,,,Oa,,,,,Ha
ACARI,Laelapidae,Pseudoparasitus vitzthumi,Pseudoparasitus,vitzthumi,"(Womersley, 1956)",adv,,,,,,,,
ACARI,Lamellareidae,Tenuelamellarea hawaiiensis,Tenuelamellarea,hawaiiensis,"Balogh, 1985",end?,,,,,,,Ma,
ACARI,Lardoglyphidae,Lardoglyphus konoi,Lardoglyphus,konoi,"(Sara & Asanuma, 1951)",adv,,,Oa,,,,,
ACARI,Lardoglyphidae,Lardoglyphus zacheri,Lardoglyphus,zacheri,"Oudemans, 1928",adv,,,Oa,,,,,
ACARI,Liodidae,Liodes hawaiiensis,Liodes,hawaiiensis,"(Jacot, 1929)",end?,,,Oa,Mo,Ln,,Ma,
ACARI,Liodidae,Liodes swezeyi,Liodes,swezeyi,"(Jacot, 1929)",end,,,Oa,,,,,
ACARI,Liodidae,Liodes theleproctus,Liodes,theleproctus,"(Hermann, 1804)",adv,,Ka,,Mo,Ln,,,Ha
ACARI,Liodidae,Liodes wakensis,Liodes,wakensis,"(Jacot, 1929)",ind?,,,,,,,,
ACARI,Listrophoridae,Afrolistrophorus musculus,Afrolistrophorus,musculus,"(Wilson & Lawrence, 1967)",end?,,,Oa,,,Kh,,Ha
ACARI,Listrophoridae,Felistrophorus radovskyi,Felistrophorus,radovskyi,"(Tenorio, 1974)",adv?,,Ka,Oa,,,,,Ha
ACARI,Listrophoridae,Listrophorus gibbus,Listrophorus,gibbus,"Pagenstecher, 1862",adv,,,Oa,,,,,
ACARI,Lohmanniidae,Vepracarus sp.,Vepracarus,sp.,,?,,,,,,Kh,,
ACARI,Macrochelidae,Glyptholaspis americana,Glyptholaspis,americana,"(Canestrini, 1888)",adv,,,Oa,,,,,Ha
ACARI,Macrochelidae,Holostaspella n.sp.,Holostaspella,n.sp.,,?,,,,,,,,
ACARI,Macrochelidae,Macrocheles mammifer,Macrocheles,mammifer,"Berlese, 1918",adv,,,Oa,,,,,Ha
ACARI,Macrochelidae,Macrocheles merdarius,Macrocheles,merdarius,"(Berlese, 1889)",adv,,,Oa,,,,,
ACARI,Macrochelidae,Macrocheles muscaedomesticae,Macrocheles,muscaedomesticae,"(Scopoli, 1772)",adv,,,Oa,,,,,
ACARI,Macrochelidae,Macrocheles n.sp. 1,Macrocheles,n.sp. 1,,?,,Ka,Oa,,,,Ma,Ha
ACARI,Macrochelidae,Macrocheles n.sp. 2,Macrocheles,n.sp. 2,"[Goff, 1987]",?,,,Oa,,,,,
ACARI,Macrochelidae,Macrocheles peniculatus,Macrocheles,peniculatus,"Berlese, 1918",adv,,,Oa,,,,,Ha
ACARI,Macrochelidae,Macrocheles robustulus,Macrocheles,robustulus,"(Berlese, 1904)",adv,,,Oa,,,,,
ACARI,Macrochelidae,Macrocheles similis,Macrocheles,similis,"Krantz & Filipponi, 1964",adv,,,Oa,,,,,
ACARI,Macrochelidae,Macrocheles subbadius,Macrocheles,subbadius,"(Berlese, 1904)",adv,,,Oa,,,,,
ACARI,Macrochelidae,Macrocheles tantalus,Macrocheles,tantalus,"Walter & Krantz, 1986",adv,,Ka,Oa,,,,Ma,Ha
ACARI,Macronyssidae,Ophionyssus natricis,Ophionyssus,natricis,"(Gervais, 1844)",adv,,,Oa,,,,,
ACARI,Macronyssidae,Ornithonyssus bacoti,Ornithonyssus,bacoti,"(Hirst, 1913)",adv,,,Oa,,,Kh,,Ha
ACARI,Macronyssidae,Ornithonyssus bursa,Ornithonyssus,bursa,"(Berlese, 1888)",adv,,,Oa,,,,,Ha
ACARI,Macronyssidae,Ornithonyssus sylviarum,Ornithonyssus,sylviarum,"(Canestrini & Fanzago, 1878)",adv,,,Oa,,,,,Ha
ACARI,Macronyssidae,Steatonyssus furmani,Steatonyssus,furmani,"Tipton & Boese, 1958",adv?,,,,,,,,Ha
ACARI,Malaconothridae,Malaconothrus spp.,Malaconothrus,spp.,,?,,,,,,,,
ACARI,Microzeddae,Microzetes auxiliaris,Microzetes,auxiliaris,"Grandjean, 1936",adv,,,,,,,,
ACARI,Myobiidae,Myobia musculi,Myobia,musculi,"(Schrank, 1781)",adv,,Ka,Oa,,,Kh,,Ha
ACARI,Myobiidae,Radfordia affinis,Radfordia,affinis,"(Poppe, 1896)",adv,,,Oa,,,Kh,,Ha
ACARI,Myobiidae,Radfordia ensifera,Radfordia,ensifera,"(Poppe, 1896)",adv,,,,,,,Ma,Ha
ACARI,Myocoptidae,Myocoptes musculinus,Myocoptes,musculinus,"(C.L. Koch, 1838)",adv,,,Oa,,,Kh,,Ha
ACARI,Nanorchestidae,Myocoptes unidentified,Myocoptes,unidentified,,?,,,Oa,Mo,,,,
ACARI,Oehserchestidae,Oehserchestes arboriger,Oehserchestes,arboriger,"(Theron, 1974)",adv,,Ka,,,,,,
ACARI,Ologamasidae,Gamasiphis n.sp.,Gamasiphis,n.sp.,,?,,,,,,,,Ha
ACARI,Ologamasidae,Gamasiphis sp.,Gamasiphis,sp.,,?,,Ka,,,,,,Ha
ACARI,Oppiidae,Multioppia wilsoni,Multioppia,wilsoni,"Aoki, 1964",end?,,,,,,Kh,,
ACARI,Oppiidae,Oppia alces,Oppia,alces,"(Jacot, 1934)",end,,,,,,,,Ha
ACARI,Oppiidae,Oppia cronus,Oppia,cronus,"Jacot, 1934",end,,,Oa,,,,,
ACARI,Oppiidae,Oppia ultraciliata,Oppia,ultraciliata,"(Jacot, 1934)",ind,,,Oa,,,,,
ACARI,Oppiidae,Oppiella nova,Oppiella,nova,"(Oudemans, 1902)",adv,,,Oa,,,,,
ACARI,Oppiidae,Tetracondyla sp.,Tetracondyla,sp.,,?,,,,,,,,
ACARI,Oribatulidae,Achipteria? coleoptrata,Achipteria?,coleoptrata,"(Linnaeus, 1758)",adv,,Ka,,,,,,
ACARI,Oribatulidae,Calvoppia perkinsi,Calvoppia,perkinsi,"Jacot, 1934",end,,,,,,,Ma,Ha
ACARI,Oribatulidae,Campbellobates acanthus hawaiiensis,Campbellobates,acanthus hawaiiensis,"P. Balogh, 1985",end,,,,,,,,
ACARI,Oribatulidae,Cardioribates oriformis,Cardioribates,oriformis,"(Pearce, 1910)",adv,,,,,,,Ma,Ha
ACARI,Oribatulidae,Imparatoppia imparata,Imparatoppia,imparata,"Jacot, 1934",end,,,,,,,Ma,Ha
ACARI,Oribatulidae,Lucoppia lapidaria,Lucoppia,lapidaria,"(C.L. Koch, 1841)",adv,,,,,,,,Ha
ACARI,Oribatulidae,Nesoribatula pacifica,Nesoribatula,pacifica,"Aoki, 1964",end,,,,,,,,
ACARI,Oribatulidae,Phauloppia bryani,Phauloppia,bryani,"Jacot, 1934",end,,,,,,,,
ACARI,Oribotritiidae,Oribotritia hawaiiensis,Oribotritia,hawaiiensis,"(Jacot, 1928)",end?,,,,,,,,
ACARI,Oripodidae,Oripoda prominens,Oripoda,prominens,"P. Balogh, 1985",end,,,,,,,Ma,
ACARI,Oripodidae,Scriptoripoda excellens,Scriptoripoda,excellens,"P. Balogh, 1985",end,,,,,,,Ma,
ACARI,Oripodidae,Scriptoripoda tenorioae,Scriptoripoda,tenorioae,"P. Balogh, 1985",end,,,,,,,,Ha
ACARI,Otocepheidae,Dolichaeremaeus damoeoides,Dolichaeremaeus,damoeoides,"(Berlese, 1913)",adv,,,,,,,,
ACARI,Otocepheidae,Dolichaeremaeus pallida,Dolichaeremaeus,pallida,"(Newell, 1956)",end?,,,Oa,,,,,
ACARI,Otopheidomenidae,Dicrocheles phalaenodectes,Dicrocheles,phalaenodectes,"(Treat, 1954)",adv,,Ka,,,,,,
ACARI,Otopheidomenidae,Otopheidomenis ascalaphae,Otopheidomenis,ascalaphae,"Rahman-Syed & Goff, 1983",end?,,,Oa,,,,,
ACARI,Otopheidomenidae,Otopheidomenis treati,Otopheidomenis,treati,"(Prasad, 1968)",ind?,,,Oa,,,,,
ACARI,Pachylaelapidae,Pachylaelaps sp.,Pachylaelaps,sp.,,?,,,Oa,,,,,
ACARI,Parasitidae,Pergamasus crassipes group,Pergamasus,crassipes group,,adv?,,,,,,,,Ha
ACARI,Paratydeidae,Neotydeius sp.,Neotydeius,sp.,,?,,,,,,,,
ACARI,Parholaspidae,Gamasholaspis gamasoides,Gamasholaspis,gamasoides,"(Berlese, 1904)",adv,,Ka,,,,,,Ha
ACARI,Parholaspidae,Holaspulus tenuipes,Holaspulus,tenuipes,"(Berlese, 1904)",adv,,Ka,Oa,,,,,Ha
ACARI,Parholaspidae,Parholaspulus maunaloaensis,Parholaspulus,maunaloaensis,"Tenorio & Marshall, 1977",end,,,Oa,,,,,Ha
ACARI,Penthalodidae,Penthalodes ovalis,Penthalodes,ovalis,"(Duges, 1834)",adv,,Ka,,,,,,Ha
ACARI,Penthalodidae,Stereotydeus sp.,Stereotydeus,sp.,,?,,Ka,,,,,,
ACARI,Phthiracaridae,Hoplophorella singularis,Hoplophorella,singularis,"Sellnick, 1959",ind?,,,,,,Kh,,
ACARI,Phthiracaridae,Phthiracarus dasypus,Phthiracarus,dasypus,"(Duges, 1834)",adv,,Ka,Oa,,Ln,,,Ha
ACARI,Phytoseiidae,Amblydromella bakeri,Amblydromella,bakeri,"(Garman, 1948)",adv,,,Oa,,,,,
ACARI,Phytoseiidae,Amblydromella haramotoi,Amblydromella,haramotoi,"(Prasad, 1968)",end?,,Ka,Oa,,,,Ma,Ha
ACARI,Phytoseiidae,Amblydromella jackmickleyi,Amblydromella,jackmickleyi,"(De Leon, 1958)",adv,,,Oa,,,,,
ACARI,Phytoseiidae,Amblydromella neobakeri,Amblydromella,neobakeri,"(Prasad, 1968)",end?,,Ka,Oa,Mo,,,Ma,Ha
ACARI,Phytoseiidae,Amblydromella rhenanoides,Amblydromella,rhenanoides,"(Athias-Henriot, 1960)",adv,,Ka,,,,,,
ACARI,Phytoseiidae,Amblyseius caudatus,Amblyseius,caudatus,"Berlese, 1914",adv,,,,,,,,
ACARI,Phytoseiidae,Amblyseius haleakalus,Amblyseius,haleakalus,"Prasad, 1968",end?,,Ka,,,,,Ma,Ha
ACARI,Phytoseiidae,Amblyseius haramotoi,Amblyseius,haramotoi,"Prasad, 1968",end?,,,Oa,,,,,
ACARI,Phytoseiidae,Amblyseius herbicolus,Amblyseius,herbicolus,"(Chant, 1959)",adv,,,Oa,,,,,
ACARI,Phytoseiidae,Amblyseius largoensis,Amblyseius,largoensis,"(Mums, 1955)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
ACARI,Phytoseiidae,Amblyseius neolargoensis,Amblyseius,neolargoensis,"Van der Merwe, 1965",adv,,,Oa,,,,,
ACARI,Phytoseiidae,Amblyseius obtusus,Amblyseius,obtusus,"(Koch, 1838)",adv,,,Oa,,,,,Ha
ACARI,Phytoseiidae,Amblyseius paucisetis,Amblyseius,paucisetis,"Wainstein, 1983",end?,,,,,,,,Ha
ACARI,Phytoseiidae,Amblyseius volcanus,Amblyseius,volcanus,"Prasad, 1968",end?,,,,,,,,Ha
ACARI,Phytoseiidae,Chelaseius floridanus,Chelaseius,floridanus,"(Muma, 1955)",adv,,,,,,,,Ha
ACARI,Phytoseiidae,Chelaseius schusterellus,Chelaseius,schusterellus,"(Athias-Henriot, 1967)",adv,,,,,,,,Ha
ACARI,Phytoseiidae,Clavidromus transvaalensis,Clavidromus,transvaalensis,"(Nesbitt, 1951)",adv,,,Oa,,,,,Ha
ACARI,Phytoseiidae,Euseius haramotoi,Euseius,haramotoi,"(Prasad, 1968)",end,,Ka,Oa,,,,Ma,Ha
ACARI,Phytoseiidae,Euseius ovalis,Euseius,ovalis,"(Evans, 1953)",adv,,Ka,Oa,Mo,,,Ma,
ACARI,Phytoseiidae,Iphiseius degenerans,Iphiseius,degenerans,"(Berlese, 1889)",pur,,,Oa,,,,,
ACARI,Phytoseiidae,Iphiseius mumai,Iphiseius,mumai,"Prasad, 1968",end,,,,,,,,Ha
ACARI,Phytoseiidae,Mesoseiulus longipes,Mesoseiulus,longipes,"(Evans, 1958)",pur,,,Oa,,,,,
ACARI,Phytoseiidae,Neoseiulus aurescens,Neoseiulus,aurescens,"(Athias-Henriot, 1961)",adv,,,,,,,,Ha
ACARI,Phytoseiidae,Neoseiulus californicus,Neoseiulus,californicus,"(McGregor, 1954)",pur,,,Oa,,,,Ma,Ha
ACARI,Phytoseiidae,Neoseiulus comitatus,Neoseiulus,comitatus,"(De Leon, 1962)",adv,,,,,Ln,,,
ACARI,Phytoseiidae,Neoseiulus longispinosus,Neoseiulus,longispinosus,"(Evans, 1952)",adv,,,Oa,Mo,,,Ma,Ha
ACARI,Phytoseiidae,Neoseiulus mumai,Neoseiulus,mumai,"(Denmark, 1965)",adv,,Ka,Oa,,,,Ma,
ACARI,Phytoseiidae,Neoseiulus oahuensis,Neoseiulus,oahuensis,"(Prasad, 1968)",end,,,Oa,,,Kh,,Ha
ACARI,Phytoseiidae,Neoseiulus setulus,Neoseiulus,setulus,"(Fox, 1947)",adv,,,,,,,,Ha
ACARI,Phytoseiidae,Phytoseiulus macropilis,Phytoseiulus,macropilis,"(Banks, 1905)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
ACARI,Phytoseiidae,Phytoseiulus persimilis,Phytoseiulus,persimilis,"Athias-Henriot, 1957",pur,,Ka,Oa,,,,Ma,Ha
ACARI,Phytoseiidae,Phytoseius hawaiiensis,Phytoseius,hawaiiensis,"Prasad, 1968",adv,,Ka,Oa,Mo,,,Ma,Ha
ACARI,Phytoseiidae,Phytoseius macropilis,Phytoseius,macropilis,"(Banks, 1910)",adv,,Ka,Oa,Mo,,,Ma,Ha
ACARI,Phytoseiidae,Phytoseius woodburyi,Phytoseius,woodburyi,"De Leon, 1965",adv,,Ka,,,,,,Ha
ACARI,Phytoseiidae,Proprioseiopsis amplus,Proprioseiopsis,amplus,"(Wainstein, 1983)",end?,,,,,,,,Ha
ACARI,Phytoseiidae,Proprioseiopsis asetus,Proprioseiopsis,asetus,"(Chant, 1959)",adv,,,,,,,,Ha
ACARI,Phytoseiidae,Proprioseiopsis coniferus,Proprioseiopsis,coniferus,"(Prasad, 1968)",adv?,,,,,Ln,,Ma,Ha
ACARI,Phytoseiidae,Proprioseiopsis dorsatus,Proprioseiopsis,dorsatus,"(Muma, 1961)",adv,,,,,,,,Ha
ACARI,Phytoseiidae,Proprioseiopsis hawaiiensis,Proprioseiopsis,hawaiiensis,"(Wainstein, 1983)",end?,,,,,,,,Ha
ACARI,Phytoseiidae,Proprioseiopsis mauiensis,Proprioseiopsis,mauiensis,"(Prasad, 1968)",adv?,,Ka,,,,,Ma,Ha
ACARI,Phytoseiidae,Proprioseiopsis mexicanus,Proprioseiopsis,mexicanus,"(Garman, 1958)",adv?,,Ka,Oa,Mo,Ln,,Ma,Ha
ACARI,Phytoseiidae,Proprioseiopsis sp. nr. mexicanus,Proprioseiopsis,sp. nr. mexicanus,"(Garman, 1958)",adv?,,,,,,,,Ha
ACARI,Phytoseiidae,Proprioseiopsis ovatus,Proprioseiopsis,ovatus,"(Garman, 1958)",adv,,Ka,Oa,Mo,Ln,Kh,Ma,Ha
ACARI,Phytoseiidae,Proprioseiopsis rotundus,Proprioseiopsis,rotundus,"(Mums, 1961)",adv,,,,,,,,
ACARI,Phytoseiidae,Typhlodromalus limonicus,Typhlodromalus,limonicus,"(Garman & McGregor, 1956)",adv,,,,,,,Ma,Ha
ACARI,Phytoseiidae,Typhlodromalus peregrinus,Typhlodromalus,peregrinus,"(Mums, 1955)",adv,,,Oa,,,,Ma,Ha
ACARI,Phytoseiidae,Typhlodromina pini,Typhlodromina,pini,"(Chant, 1955)",adv,,,,,,,Ma,
ACARI,Phytoseiidae,Typhlodromips eucalypterus,Typhlodromips,eucalypterus,"(Prasad, 1968)",adv?,,,,,,,Ma,
ACARI,Phytoseiidae,Typhlodromus occidentalis,Typhlodromus,occidentalis,"Nesbitt, 1951",adv,,,Oa,,,,Ma,Ha
ACARI,Podapolipidae,Archipolipus canthoni,Archipolipus,canthoni,"Husband, 1971",end,,,,,,,,
ACARI,Podapolipidae,Bakerpolipus serratus,Bakerpolipus,serratus,"Husband & Sinha, 1970",adv,,,,,,,,
ACARI,Podapolipidae,Peripolipus muraii,Peripolipus,muraii,"Husband, 1984",adv,,,Oa,,,,,
ACARI,Podapolipidae,Podapolipus haramotoi,Podapolipus,haramotoi,"Husband, 1986",end?,,,Oa,,,,,
ACARI,Podocinidae,Podocinum pacificum,Podocinum,pacificum,"Leonardi, 1900",adv,,,Oa,,,,,Ha
ACARI,Podocinidae,Podocinum sagax,Podocinum,sagax,"(Berlese, 1882)",adv,,Ka,,,,,,Ha
ACARI,Polyaspididae,Trachytes sp.,Trachytes,sp.,,?,,Ka,,,,,,
ACARI,Pontarachnidae,Litarachna sp.,Litarachna,sp.,,?,,,Oa,,,,,
ACARI,Proctophyllodidae,Proctophyllodes longiphyllus,Proctophyllodes,longiphyllus,"Atyeo & Braasch, 1966",adv,,,Oa,,,,,
ACARI,Proctophyllodidae,"Proctophyllodes n.sp. (Goff, 1980]",Proctophyllodes,"n.sp. (Goff, 1980]",,adv,,,,,,,,Ha
ACARI,Proctophyllodidae,Proctophyllodes pinnatus,Proctophyllodes,pinnatus,"(Nitzsch, 1818)",adv,,,,,,,,Ha
ACARI,Proctophyllodidae,Proctophyllodes troncatus,Proctophyllodes,troncatus,"Robin & Megnin, 1877",adv,,,,,,,,Ha
ACARI,Proctophyllodidae,Proctophyllodes truncatus,Proctophyllodes,truncatus,"Robin, 1868",adv,,,Oa,,,,,
ACARI,Proctophyllodidae,Proctophyllodes vegetans,Proctophyllodes,vegetans,"Trouessart, 1899",adv,,,,,,,,
ACARI,Proctophyllodidae,Pterodectes n.sp.,Pterodectes,n.sp.,,?,,,,,,,,Ha
ACARI,Psorergatidae,Psorergates rattus,Psorergates,rattus,"Fain & Goff, 1986",adv,,,Oa,,,,,
ACARI,Psoroptidae,Otodectes cynotis,Otodectes,cynotis,"(Hering, 1838)",adv,,,,,,,,
ACARI,Psoroptidae,Psoroptes cuniculi,Psoroptes,cuniculi,"(Delafond, 1862)",adv,,,Oa,,,,,
ACARI,Psoroptidae,Psoroptes ovis,Psoroptes,ovis,"(Hering, 1838)",adv,,,,,,,,
ACARI,Pteronyssidae,Mouchetia sp. nr. dolichosikya,Mouchetia,sp. nr. dolichosikya,"Gaud, 1961",adv,,,,,,,,Ha
ACARI,Pteronyssidae,Pteroherpus oxyplax,Pteroherpus,oxyplax,"(Gaud & Mouchet, 1959)",adv,,,,,,,,
ACARI,Pteronyssidae,Pteroherpus sp.nr. oxyplax,Pteroherpus,sp.nr. oxyplax,"(Gaud & Mouchet, 1959)",adv,,,,,,,,
ACARI,Pterygosomatidae,Geckobia keegani,Geckobia,keegani,"Lawrence, 1953",adv,,,Oa,,,,,Ha
ACARI,Pterygosomatidae,Geckobia nepalii,Geckobia,nepalii,"Hiregaudar et al,, 1959",adv,,,Oa,,,,,Ha
ACARI,Pterygosomatidae,Geckobiella texana,Geckobiella,texana,"(Banks, 1905)",adv,,,Oa,,,,,
ACARI,Pyemotidae,Pyemotes boylei,Pyemotes,boylei,"Krczal, 1959",adv,,Ka,Oa,Mo,,,Ma,Ha
ACARI,Pygmephoridae,Pygmephorus mesembrinae,Pygmephorus,mesembrinae,"Canestrini, 1881",adv,,,,,,,,Ha
ACARI,Pygmephoridae,Pygmephorus tarsalis,Pygmephorus,tarsalis,"Hirst, 1921",adv,,,Oa,,,,,
ACARI,Pygmephoridae,Siteroptes cerealium,Siteroptes,cerealium,"(Kirchner, 1864)",adv,,Ka,Oa,,,,Ma,
ACARI,Pygmephoridae,Siteroptes graminum,Siteroptes,graminum,"(Reuter, 1900)",adv,,Ka,Oa,,,,,
ACARI,Pyroglyphidae,Dermatophagoides evansi,Dermatophagoides,evansi,"Fain, Hughes & Johnston, 1967",adv,,,Oa,,,,,Ha
ACARI,Pyroglyphidae,Dermatophagoides farinae,Dermatophagoides,farinae,"Hughes, 1961",adv,,,Oa,,,,,
ACARI,Pyroglyphidae,Dermatophagoides pteronyssinus,Dermatophagoides,pteronyssinus,"(Trouessart, 1898)",adv,,Ka,Oa,,,,Ma,Ha
ACARI,Raphignathidae,Raphignathus sp.,Raphignathus,sp.,,?,,,Oa,,,,,
ACARI,Rhagidiidae,Coccorhagidia clavifrons,Coccorhagidia,clavifrons,"(Canestrini, 1886)",adv,,Ka,,,,,,Ha
ACARI,Rhagidiidae,Coccorhagidia n.sp. nr. capitata,Coccorhagidia,n.sp. nr. capitata,Strandtmann,adv,,Ka,,,,,,
ACARI,Rhagidiidae,Foveacheles goffi,Foveacheles,goffi,"Zacharda, 1982",end,,,,Mo,,,,Ha
ACARI,Rhagidiidae,Foveacheles tenorioae,Foveacheles,tenorioae,"Zacharda, 1982",end,,,,,,,,Ha
ACARI,Rhagidiidae,Parallelorhagidia hawaiiensis,Parallelorhagidia,hawaiiensis,"Zacharda, 1980",end,,,,,,,,Ha
ACARI,Rhagidiidae,Poecilophysis arena,Poecilophysis,arena,"Zacharda, 1980",adv,,,,,,,,Ha
ACARI,Rhagidiidae,Poecilophysis pratensis,Poecilophysis,pratensis,"(C.L. Koch, 1835)",adv,,,,,,,,Ha
ACARI,Rhagidiidae,Rhagidia shibai,Rhagidia,shibai,"Strandtmann, 1971",adv,,,,,,,,Ha
ACARI,Rhagidiidae,Rhagidia whartoni,Rhagidia,whartoni,"Strandtmann, 1971",adv,,,,,,,,Ha
ACARI,Rhagidiidae,Shibaia longisensilla,Shibaia,longisensilla,"(Shiba, 1969)",adv,,,,,,,,Ha
ACARI,Rhagidiidae,Thoria brevisensilla,Thoria,brevisensilla,"Zacharda, 1980",adv,,,,,,,,Ha
ACARI,Rhinonyssidae,Larinyssus orbicularis,Larinyssus,orbicularis,"Strandtmann, 1948",adv,,,Oa,,,,,
ACARI,Rhinonyssidae,Mesonyssus geopeliae,Mesonyssus,geopeliae,"Fain, 1964",adv,,,Oa,,,,,
ACARI,Rhinonyssidae,Neonyssus melloi,Neonyssus,melloi,"Castro, 1948",adv,,,Oa,,,,,
ACARI,Rhinonyssidae,Paraneonyssus sp.,Paraneonyssus,sp.,,?,,,,,,,,Ha
ACARI,Rhinonyssidae,Ptilonyssus astridae,Ptilonyssus,astridae,"Fain, 1956",adv,,,,,,,,Ha
ACARI,Rhinonyssidae,Ptilonyssus hirsti,Ptilonyssus,hirsti,"(Castro & Pereira, 1947)",adv,,,,,,,,Ha
ACARI,Rhinonyssidae,Ptilonyssus n.sp. A,Ptilonyssus,n.sp. A,,?,,,,,,,,Ha
ACARI,Rhinonyssidae,Ptilonyssus n.sp. B,Ptilonyssus,n.sp. B,,?,,,,,,,,Ha
ACARI,Rhinonyssidae,Ptilonyssus sairae,Ptilonyssus,sairae,"Castro, 1948",adv,,,Oa,,,,,
ACARI,Rhinonyssidae,Rhinonyssus coniventris,Rhinonyssus,coniventris,"Trouessart, 1895",adv,,,Oa,,,,,
ACARI,Rhinonyssidae,Stemostoma tracheacolum,Stemostoma,tracheacolum,"Lawrence, 1948",adv,,,Oa,,,,,
ACARI,Rhodacaridae,Athiasella n.sp.,Athiasella,n.sp.,,?,,,,,,,,Ha
ACARI,Rhodacaridae,Rhodacarus sp.,Rhodacarus,sp.,,?,,,Oa,,,,,Ha
ACARI,Sarcoptidae,Notoedres cati,Notoedres,cati,"(Hering, 1838)",adv,,,Oa,,,,,Ha
ACARI,Sarcoptidae,Sarcoptes scabiei,Sarcoptes,scabiei,"(DeGeer, 1778)",adv,,,Oa,,,,,
ACARI,Sarcoptidae,Sarcoptes suis,Sarcoptes,suis,"Gerlach, 1857",adv,,,,,,,,
ACARI,Sarcoptidae,Trixacarus caviae,Trixacarus,caviae,"Fain, Hovell & Hyatt, 1972",adv,,,Oa,,,,,
ACARI,Scheloribatidae,Euscheloribates pembertoni,Euscheloribates,pembertoni,"(Jacot, 1934)",end?,,,Oa,,,,,Ha
ACARI,Scheloribatidae,Scheloribates calcaratus,Scheloribates,calcaratus,"Jacot, 1934",end,,,Oa,,,,,
ACARI,Scheloribatidae,Scheloribates castlei,Scheloribates,castlei,"(Jacot, 1934)",end,,,Oa,,,,,
ACARI,Scheloribatidae,Scheloribates elegans,Scheloribates,elegans,"Hammer, 1958",adv,,,,,,Kh,,
ACARI,Scheloribatidae,Scheloribates indicus,Scheloribates,indicus,"(Oudemans, 1917)",adv,,,Oa,,,,,
ACARI,Scheloribatidae,Scheloribates insularis,Scheloribates,insularis,"(Oudemans, 1917)",adv,,,Oa,,,,,Ha
ACARI,Scheloribatidae,Scheloribates insularis sandvicensis,Scheloribates,insularis sandvicensis,"(Jacot, 1934)",end,,,Oa,,,,,Ha
ACARI,Scheloribatidae,Scheloribates manoai,Scheloribates,manoai,"Jacot, 1934",end,,,Oa,,,,,
ACARI,Scheloribatidae,Scheloribates muiri,Scheloribates,muiri,"Jacot, 1934",ind,,,Oa,,,,,
ACARI,Scheloribatidae,Scheloribates oahuensis,Scheloribates,oahuensis,"Jacot, 1934",end,,,Oa,,,,,
ACARI,Scheloribatidae,Scheloribates vanzwaluwenburgi,Scheloribates,vanzwaluwenburgi,"(Jacot, 1934)",end,,,Oa,,,,,
ACARI,Scheloribatidae,Styloribates pectinatus,Styloribates,pectinatus,"Jacot, 1934",end,,,Oa,,,,,
ACARI,Scheloribatidae,Tuberemaeus papillifer,Tuberemaeus,papillifer,"(Newell, 1957)",end?,,,,,,,,
ACARI,Scheloribatidae,Tuberemaeus singularis,Tuberemaeus,singularis,"Sellnick, 1930",adv,,,,,,,,
ACARI,Scutacaridae,Scutacarus longitarsus,Scutacarus,longitarsus,"(Berlese, 1905)",adv,,Ka,,,,,,
ACARI,Sejidae,Sejus armatus,Sejus,armatus,"(Fox, 1947)",adv,,,Oa,,,,,Ha
ACARI,Spelaeognathidae,Speleognathus striatus,Speleognathus,striatus,"Crossley, 1952",adv,,,,,,,,
ACARI,Stigmaeidae,Agistemus terminalis,Agistemus,terminalis,"(Quayle, 1912)",adv,,,Oa,,,,Ma,Ha
ACARI,Stigmaeidae,Eustigmaeus kauaiensis,Eustigmaeus,kauaiensis,"Swift, Gerson & Goff, 1985",end,,Ka,,,,,,
ACARI,Stigmaeidae,Eustigmaeus sp.nr. parviseta,Eustigmaeus,sp.nr. parviseta,"(Chaudri, 1965)",adv?,,Ka,,,,,,
ACARI,Stigmaeidae,Eustigmaeus segnis,Eustigmaeus,segnis,"(C.L. Koch, 1836)",adv,,Ka,,,,,,
ACARI,Strandtmanniidae,Pilorhagidia hirsuta,Pilorhagidia,hirsuta,"Strandtmann & Goff, 1978",end,,,,,,,,Ha
ACARI,Syringophilidae,Syringophiloidus? sp.,Syringophiloidus?,sp.,,?,,,,,,,,Ha
ACARI,Syringophilidae,Syringophilus columbae,Syringophilus,columbae,"Hirst, 1920",adv,,,Oa,,,,,
ACARI,Tarsonemidae,Acarapis externus,Acarapis,externus,"Morgenthaler, 1932",adv,,,Oa,,,,,
